Title,Price (€),Square Meters,Number of Rooms,City,Municipality,Neighborhood,Street,Floor,Number of Floors,Advertiser Type,Date Posted,Link
Žarkovo-2.0 renoviran stan,500,59,2,Beograd,Opština Čukarica,Žarkovo,,I,3,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zarkovo-2-0-renoviran-stan/5425646908152?kid=1
"Pravni fakultet, renoviran, parking, ID 24420",800,43,2,Beograd,Opština Vračar,Pravni fakultet,Prote Mateje,VI,6,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/pravni-fakultet-renoviran-parking-id-24420/5425645635513?kid=1
2.5 useljiv stan,650,58,2.5,Beograd,Opština Vračar,Kalenić pijaca,,VPR,5,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-5-useljiv-stan/5425646908947?kid=1
"Vojvode Stepe, 5.0 110 kv , Voždovačka crkva",800,110,5,Beograd,Opština Voždovac,Voždovačka crkva,Vojvode Stepe,XVI,23,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vojvode-stepe-5-0-110-kv-vozdovacka-crkva/5425646508507?kid=1
"Izdaje se 2.0 stan, Vračar (Južni bulevar)",600,40,2,Beograd,Opština Zvezdara,Cvetkova pijaca,Gospodara Vučića,VPR,3,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-2-0-stan-vracar-juzni-bulevar/5425646902756
Izdajem stan 48m2 + tersa 5m2,360,48,2.5,Beograd,Opština Zvezdara,Mirijevo,Branka Popovića,I,2,Owner,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-48m2-tersa-5m2/5425646905094?kid=1
"Lux stan u Jove Ilića, 63 m2",1000,63,2,Beograd,Opština Voždovac,Bulevar oslobođenja,Jove Ilića,III,4,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-u-jove-ilica-63-m2/5425646436866?kid=1
"Odličan, Alonso",890,58,2,Beograd,Opština Stari grad,Dorćol,Gospodar Jovanova,III,11,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-alonso/5425646843080?kid=1
"Lekino brdo , Sumice izdajem stan",400,40,1.5,Beograd,Opština Voždovac,Lekino brdo,Braće Kovač,PR,4,Owner,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lekino-brdo-sumice-izdajem-stan/5425646862072?kid=1
"Preševska nov, lux",700,50,2,Beograd,Opština Zvezdara,Dimitrija Tucovića,Preševska,I,4,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/presevska-nov-lux/5425646505269?kid=1
Penthouse | Vračar | 168 m² | Garaža | Recepcija,2000,168,4,Beograd,Opština Vračar,Hram svetog Save,Nebojšina,V,,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/penthouse-vracar-168-m-garaza-recepcija/5425646905718
Izdajem u Kotežu komplet etažu u kući na spratu,710,100,3.5,Beograd,Opština Palilula,Kotež,Posavinska,I,1,Owner,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-u-kotezu-komplet-etazu-u-kuci-na-spra/5425646469985?kid=1
"Svetao, prostran stan, odličan i za PP",1100,103,4,Beograd,Opština Savski venac,Nemanjina,Birčaninova,I,9,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/svetao-prostran-stan-odlican-i-za-pp/5425646638605?kid=1
"Prostran, namešten na Lionu",450,40,1,Beograd,Opština Zvezdara,Lion,Radoja Domanovića,VIII,8,Agency,3/18/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/prostran-namesten-na-lionu/5425644613264?kid=1
"Centar Resavska, niski troškovi",600,50,2,Beograd,Opština Savski venac,Resavska,Resavska,IV,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-resavska-niski-troskovi/5425646905883?kid=1
B.Kosa 1. Lux 51.76m2.3.0.Lux,1600,76,3,Beograd,Opština Novi Beograd,Bežanijska kosa 1,Partizanske avijacije,III,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/b-kosa-1-lux-51-76m2-3-0-lux/5425646906080?kid=1
"Autokomanda, niski troškovi",500,50,2,Beograd,Opština Voždovac,Autokomanda,Vojvode Stepe,PR,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/autokomanda-niski-troskovi/5425646905879?kid=1
"Hotel YU,88m2.3.5. sa pogledom na Dunav",900,88,3.5,Beograd,Opština Novi Beograd,Hotel Jugoslavija,Bulevar maršala Tolbuhina,VII,9,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/hotel-yu-88m2-3-5-sa-pogledom-na-dunav/5425646907512?kid=1
Izdajem dvosoban stan u Mirijevu nenamešten,400,60,2,Beograd,Opština Zvezdara,Mirijevo,Petrarkina,I,8,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-dvosoban-stan-u-mirijevu-nenamesten/5425646907136
Miljakovac Kod skole i parka 2-soban,300,43,2,Beograd,Opština Rakovica,Miljakovac,Stanka Paunovića Veljka,II,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/miljakovac-kod-skole-i-parka-2-soban/5425646765418?kid=1
Trosoban stan u Beogradu na vodi sa garažnim mesto,1600,72,3,Beograd,Opština Savski venac,Beograd na vodi,Luke Ćelovića Trebinjca,V,9,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-stan-u-beogradu-na-vodi-sa-garaznim/5425646089831
"Izdajem stan u Kursulinoj ulici na Vračaru, 40m2",500,40,1,Beograd,Opština Vračar,Kalenić pijaca,Kursulina,III,5,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-u-kursulinoj-ulici-na-vracaru-40/5425646905869?kid=1
"Zvezdara, Mali Mokri Lug, 2.0",350,57,2,Beograd,Opština Zvezdara,Mali Mokri Lug,,II,2,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zvezdara-mali-mokri-lug-2-0/5425646906908?kid=1
Stan za izdavanje,600,52,2,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,III,9,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-izdavanje/5425646019831?kid=1
"Stari grad, odlična lokacija 2.0 stana ID#14450",1000,56,2,Beograd,Opština Stari grad,Studentski trg,Kneginje Ljubice,I,7,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-grad-odlicna-lokacija-2-0-stana-id14450/5425646906913?kid=1
Izdajem stan na Karaburmi,600,70,3,Beograd,Opština Palilula,Karaburma,Diljska,IV,5,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-na-karaburmi/5425644961364?kid=1
"Lux, novija gradnja, 4.0, 106m2 ID#14449",1600,106,4,Beograd,Opština Novi Beograd,Blok 65,Tadije Sondermajera,IX,9,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-novija-gradnja-4-0-106m2-id14449/5425646905993?kid=1
Slavija - dvosoban salonac ID#5417,950,75,2,Beograd,Opština Vračar,Slavija,Beogradska,II,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/slavija---dvosoban-salonac-id5417/5425646508472?kid=1
Ledine Puskinova Lux Novo + Terasa 24m2,450,58,2,Beograd,Opština Novi Beograd,Ledine,Puškinova,PR,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ledine-puskinova-lux-novo-terasa-24m2/5425646868838?kid=1
"Izdavanje ,Visnjicka Banja,23m2 ID#1685",250,23,0.5,Beograd,Opština Palilula,Višnjička Banja,Slanački Put,I,1,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-visnjicka-banja-23m2-id1685/5425646754407?kid=1
Garsonjera Palmotićeva,350,21,0.5,Beograd,Opština Stari grad,Skupština,Palmotićeva,VPR,4,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/garsonjera-palmoticeva/5425644432495?kid=1
"Izdajem stan 45m2, Blok 64",400,45,1,Beograd,Opština Novi Beograd,Blok 64,Jurija Gagarina,XI,12,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-45m2-blok-64/5425644845239?kid=1
Retko u ponudi,850,51,2,Beograd,Opština Novi Beograd,Blok 22,Bulevar Zorana Đinđića,VPR,7,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/retko-u-ponudi/5425646905986?kid=1
"Zemun-Kej, Karađorđeva, 78m2",790,78,3,Beograd,Opština Zemun,Karađorđev trg,Karađorđeva,XIII,21,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun-kej-karadjordjeva-78m2/5425646905828?kid=1
"BW Echo, nova zgrada, polunamešten, garaža ID#4233",1400,71,3,Beograd,Opština Savski venac,Beograd na vodi,Luke Ćelovića Trebinjca,II,13,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-echo-nova-zgrada-polunamesten-garaza-id423/5425646356894?kid=1
Izdaje se dvosoban moderno opremljen stan u blizin,750,48,2,Beograd,Opština Palilula,Tašmajdan,,VI,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-dvosoban-moderno-opremljen-stan-u-b/5425646902716
Namešten dvosoban stan od 50m² u Zahumskoj ID#9194,750,50,2,Beograd,Opština Zvezdara,Vukov Spomenik,Zahumska,III,4,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-dvosoban-stan-od-50m-u-zahumskoj-id9/5425646905953?kid=1
Kompletno namešten stan u naselju Braće Jerković I,350,32,1.5,Beograd,Opština Voždovac,Braće Jerković,Braće Jerković,III,19,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kompletno-namesten-stan-u-naselju-brace-jerko/5425646905952?kid=1
Savski venac - BW Kula - 3.0 ID#24883,8000,90,3,Beograd,Opština Savski venac,Beograd na vodi,Nikolaja Kravcova,XXIII,23,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/savski-venac---bw-kula---3-0-id24883/5425646905948?kid=1
"Bele vode, 50m2",350,50,2,Beograd,Opština Čukarica,Bele vode,Frontovska,I,2,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bele-vode-50m2/5425646905945?kid=1
"Novi Beograd, Blok 24, Bulevar Arsenija Čarnojević",730,44,2,Beograd,Opština Novi Beograd,Blok 24 (Super Vero),Bulevar Arsenija Čarnojevića,VPR,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd-blok-24-bulevar-arsenija-carnoje/5425646905942?kid=1
Renoviran useljiv stan - Slavija ID#4115,1300,70,2.5,Beograd,Opština Vračar,Slavija,Beogradska,IV,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/renoviran-useljiv-stan---slavija-id4115/5425646905937?kid=1
Izdajem namesten dvosoban stan 60 kvadrata Senjak,350,60,2,Beograd,Opština Savski venac,Senjak,Bulevar Vojvode Misica,PSUT,2,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-namesten-dvosoban-stan-60-kvadrata-se/5425645960253?kid=1
Izdaje se 1.0. stan na Kanarevom brdu,250,20,1,Beograd,Opština Rakovica,Kanarevo brdo,Petra Konjovića,PR,,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-1-0-stan-na-kanarevom-brdu/5425646905028?kid=1
"Autokomanda, novogradnja, lux",800,49,2,Beograd,Opština Voždovac,Autokomanda,Stevana Lilića,II,4,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/autokomanda-novogradnja-lux/5425646905808?kid=1
"Centar Zemuna, pogled na Dunav",790,78,3,Beograd,Opština Zemun,Karađorđev trg,,XIII,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-zemuna-pogled-na-dunav/5425646456094?kid=1
"Knez Mihailova, Cara Lazara, 45m2",650,45,1.5,Beograd,Opština Stari grad,Knez Mihailova,Cara Lazara,III,3,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/knez-mihailova-cara-lazara-45m2/5425646905930?kid=1
Izdajem stan u Zemunu,350,40,1.5,Beograd,Opština Zemun,Gornji grad,Ševina,I,1,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-u-zemunu/5425646906004?kid=1
Elegantan trosoban stan sa pogledom na grad,1700,83,3,Beograd,Opština Savski venac,Beograd na vodi,,XVI,23,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/elegantan-trosoban-stan-sa-pogledom-na-grad/5425646331951?kid=1
"Jove Ilića , 4.0 , kancelarijski, nov ,",1500,117,4,Beograd,Opština Voždovac,Voždovačka crkva,Jove  Ilića,VPR,3,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/jove-ilica-4-0-kancelarijski-nov/5425646905704?kid=1
Kanarevo brdo. namešten stan ID#14441,350,35,1.5,Beograd,Opština Rakovica,Kanarevo brdo,Borska,VPR,10,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kanarevo-brdo-namesten-stan-id14441/5425646905920?kid=1
"Odličan dvosoban stan, Blok 62 ID#14444",500,45,2,Beograd,Opština Novi Beograd,Blok 62,Nehruova,II,8,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-dvosoban-stan-blok-62-id14444/5425646905919?kid=1
"Alekse Dundića, Bežanija, Novi Beograd ID#1603",700,76,3,Beograd,Opština Novi Beograd,Stara Bežanija,Alekse Dundića,I,1,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/alekse-dundica-bezanija-novi-beograd-id1603/5425646905913?kid=1
"Tiršova,3.0,stan za poslovni prostor ID#19145",1100,78,3,Beograd,Opština Savski venac,Centar,Mileševska,VPR,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/tirsova-3-0-stan-za-poslovni-prostor-id19145/5425646905910?kid=1
"Vračar, Bokeljska, 54m2",600,54,2,Beograd,Opština Vračar,Beogradska,Bokeljska,I,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-bokeljska-54m2/5425646905904?kid=1
Novi Beograd Novogradnja Piramida,400,30,1,Beograd,Opština Novi Beograd,Blok 63,Jurija Gagarina,III,5,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd-novogradnja-piramida/5425642895403?kid=1
"ZepTerra, lux, novogradnja, garaža, ID 25229",1100,55,2,Beograd,Opština Novi Beograd,Blok 65,Tadije Sondermajera,I,9,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zepterra-lux-novogradnja-garaza-id-25229/5425646633609?kid=1
"Savski venac, renoviran, komforan, ID 22339",900,70,2,Beograd,Opština Savski venac,Palata pravde,Risanska,III,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/savski-venac-renoviran-komforan-id-22339/5425644428733?kid=1
"Novi Dorćol, lux kompleks, ID 25325",600,37,1,Beograd,Opština Stari grad,Gundulićev venac,Venizelosova,I,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-dorcol-lux-kompleks-id-25325/5425646764098?kid=1
"Kod Botaničke bašte, garsonjera",250,27,0.5,Beograd,Opština Palilula,Botanička bašta,Dalmatinska,PSUT,,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kod-botanicke-baste-garsonjera/5425645185875?kid=1
Stambeno - poslovni prostor Skupština ID#2214,2000,106,2,Beograd,Opština Stari grad,Skupština,Vlajkovićeva,II,7,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stambeno---poslovni-prostor-skupstina-id2214/5425646622769?kid=1
Stan na ekskluzivnoj lokaciji ID#9497,1450,160,5,Beograd,Opština Savski venac,Beograd na vodi,Durmitorska,VII,8,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-ekskluzivnoj-lokaciji-id9497/5425646189781?kid=1
"BW, pogled ka reci ID#7127",1100,54,2,Beograd,Opština Savski venac,Beograd na vodi,Bulevar Vudroa Vilsona,XV,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-pogled-ka-reci-id7127/5425646633139?kid=1
"Opremljen stan, top lokacija u Zemunu ID#8192",850,41,1.5,Beograd,Opština Zemun,Gornji grad,Slavonska,VPR,3,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/opremljen-stan-top-lokacija-u-zemunu-id8192/5425644556531?kid=1
Namešten stan na top lokaciji ID#2435,1300,132,4,Beograd,Opština Zvezdara,Vukov Spomenik,Ćirila i Metodija,II,3,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-stan-na-top-lokaciji-id2435/5425646193832?kid=1
Centar - Stari grad #66662,850,60,3,Beograd,Opština Stari grad,Obilićev venac,Kapetan Misina,VPR,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---stari-grad-66662/5425646905500?kid=1
Stan u  blizini Vukovog spomenika ID#14443,700,57,2.5,Beograd,Opština Zvezdara,Vukov Spomenik,Bulevar Kralja Aleksandra,III,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-u-blizini-vukovog-spomenika-id14443/5425646905498?kid=1
"Stan u kući na obali Dunava, 2,0, 66m2",600,66,2,Beograd,Opština Zemun,Gornji grad,Kovača Jovana Petrovića,I,1,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-u-kuci-na-obali-dunava-2-0-66m2/5425646904833?kid=1
Trosoban stan na Dedinju sa parkingom,1350,80,3,Beograd,Opština Savski venac,Dedinje,,I,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-stan-na-dedinju-sa-parkingom/5425646904829?kid=1
Konjarnik ID#43249,400,50,2,Beograd,Opština Zvezdara,Konjarnik,Prvomajska,PR,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/konjarnik-id43249/5425646862694?kid=1
"Izdaje se stan za pp,Profesorska kolonija ID#81887",1000,100,4,Beograd,Opština Palilula,Profesorska kolonija,Stojana Novakovića,VPR,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-stan-za-pp-profesorska-kolonija-id8/5425646904782?kid=1
"Braće Grim, 2.0, odmah useljiv ID#818988",800,48,2,Beograd,Opština Palilula,Profesorska kolonija,Braće Grim,III,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/brace-grim-2-0-odmah-useljiv-id818988/5425646771269?kid=1
"Tašmajdan,kod Madere sa parkingom ID#19142",700,40,1.5,Beograd,Opština Vračar,Centar,Bulevar Kralja Aleksandra,II,3,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/tasmajdan-kod-madere-sa-parkingom-id19142/5425646904780?kid=1
"Potpuno nov, moderan 3.0 stan sa garažom, ID 9199",1100,60,3,Beograd,Opština Zvezdara,Lipov lad,,III,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/potpuno-nov-moderan-3-0-stan-sa-garazom-id-91/5425646905301?kid=1
Garsonjera u Marka Oreskovica,450,30,1,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Marka Oreškovića,III,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/garsonjera-u-marka-oreskovica/5425646905299?kid=1
Zemun - Karađorđev trg - 3.0 ID#24760,790,78,3,Beograd,Opština Zemun,Karađorđev trg,,XIII,22,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun---karadjordjev-trg---3-0-id24760/5425646662834?kid=1
"Vračar, lux, sa garažnim mestom ID#3520",4800,220,5,Beograd,Opština Vračar,Krunski venac,Prote Mateje,II,4,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-lux-sa-garaznim-mestom-id3520/5425644905606?kid=1
"A blok, novogradnja, lux, dve garaže, ID 22586",2500,176,4,Beograd,Opština Novi Beograd,Blok 67a (A blok),Uroša Martinovića,VII,7,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/a-blok-novogradnja-lux-dve-garaze-id-22586/5425644542399?kid=1
Lux stan u novogradnji na Zvezdari,700,48,2,Beograd,Opština Zvezdara,Bulbulder,Varovnička,I,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-u-novogradnji-na-zvezdari/5425646905297?kid=1
"Top lokacija 4.0 stan,Kosančićev venac, ID1851",1500,150,5,Beograd,Opština Stari grad,Kosančićev venac,,III,5,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/top-lokacija-4-0-stan-kosancicev-venac-id1851/5425642067533?kid=1
"Sredjen, namešten stan 49m2, Botanička bašta,",650,49,2,Beograd,Opština Palilula,Botanička bašta,Bulevar despota Stefana,IX,10,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/sredjen-namesten-stan-49m2-botanicka-basta/5425646763998?kid=1
Zemun - Batajnica #64655,350,50,2,Beograd,Opština Zemun,Batajnica,Bojcinska,II,4,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun---batajnica-64655/5425646904763?kid=1
"Vračar, 37 m2 +7m2 terase ID#11207",800,37,2,Beograd,Opština Vračar,Krunski venac,Prote Mateje,VI,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-37-m2-7m2-terase-id11207/5425646620429?kid=1
"Odličan 4.0 stan, dvorište, garaža, Senjak, ID1727",2400,138,4,Beograd,Opština Savski venac,Senjak,,,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-4-0-stan-dvoriste-garaza-senjak-id172/5425645912461?kid=1
"Odličan 2.0 stan sa garažom, West 65, ID 8463",1200,70,2,Beograd,Opština Novi Beograd,Blok 65,,III,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-2-0-stan-sa-garazom-west-65-id-8463/5425646905020?kid=1
Lepo uređen / 50m2+terasa / Mirijevo,500,50,2,Beograd,Opština Zvezdara,Mirijevo,Ružice Sokić,I,4,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lepo-uredjen-50m2terasa-mirijevo/5425646905293?kid=1
Slavija - Bulevar oslobođenja ID#2243,700,38,0.5,Beograd,Opština Vračar,Slavija,Bulevar oslobođenja,IV,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/slavija---bulevar-oslobodjenja-id2243/5425646904759?kid=1
"Sopoćanska,trosoban,komforan,renovran ID#18941",800,120,3,Beograd,Opština Zvezdara,Učiteljsko naselje,Sopoćanska,I,4,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/sopocanska-trosoban-komforan-renovran-id18941/5425646904756?kid=1
"Botanička bašta, salonac, 3.0",800,80,3,Beograd,Opština Palilula,Botanička bašta,,I,2,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/botanicka-basta-salonac-3-0/5425646902742
"Mirijevo, 2.0, 33m2",450,33,2,Beograd,Opština Zvezdara,Mirijevo,,II,4,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/mirijevo-2-0-33m2/5425646904729
"Stari Košutnjak, Borska, III sprat, lift, cg",400,83,3,Beograd,Opština Rakovica,Stari Košutnjak,,III,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-kosutnjak-borska-iii-sprat-lift-cg/5425646899590?kid=1
"Vukov Spomenik, polunamešten, stan",600,60,2,Beograd,Opština Zvezdara,Vukov Spomenik,Vojvode Brane,II,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vukov-spomenik-polunamesten-stan/5425646904812?kid=1
"BW Scala, moderno namešten, garaža ID#4230",1300,55,2,Beograd,Opština Savski venac,Beograd na vodi,Bulevar Vudroa Vilsona,I,13,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-scala-moderno-namesten-garaza-id4230/5425646355903?kid=1
Stan na Altini namesten,350,37,1.5,Beograd,Opština Zemun,Altina,Svetomira Đukića,I,4,Owner,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-altini-namesten/5425646901759?kid=1
"Beograd, Blok 19A- Park Apartmani, Stan, 4.0, 150m",3000,150,4,Beograd,Opština Novi Beograd,Blok 19a,Vladimira Popovića,IV,6,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-blok-19a--park-apartmani-stan-4-0-150/5425646127726?kid=1
Centar izdavanje kompletno renoviran stan,1100,62,3,Beograd,Opština Stari grad,Politika,Makedonska,IV,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-izdavanje-kompletno-renoviran-stan/5425645740279?kid=1
"Beograd, Beograd Na Vodi, Stan, 4.0, 114m2",2300,114,4,Beograd,Opština Savski venac,Beograd na vodi,BW Eterna,,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-beograd-na-vodi-stan-4-0-114m2/5425646290521?kid=1
"Ekskluzivan Penthous, A Blok",2000,90,3,Beograd,Opština Novi Beograd,Blok 67a (A blok),A Blok,IX,,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ekskluzivan-penthous-a-blok/5425646899076
"Beograd, Crveni Krst, Stan, 3.0, 85m2",1300,85,3,Beograd,Opština Vračar,Crveni krst,Golubačka,VI,7,Agency,3/17/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-crveni-krst-stan-3-0-85m2/5425646900470
